basically,-661.440055875
horrid,-654.58254992
fairly,-654.111571773
radler,-653.213491436
poorly,-653.19471927
trying,-653.036559544
putrid,-652.736761219
messy,-652.339061684
probably,-651.540751509
cooked,-648.002536339
wouldn,-645.955153743
adjunct,-635.563748706
tasteless,-634.37979685
boiled,-634.176280531
pure,-632.695827768
speak,-632.676494413
white,-628.808875485
except,-628.480371895
disappointed,-627.927331298
ale,-627.194671868
pub,-625.705703116
urine,-619.873721762
looks,-618.618629185
tick,-618.130324765
syrup,-617.009005029
oz,-616.928155965
drink,-616.524451909
otherwise,-610.418627813
green,-610.261670285
gets,-608.953152976
acrid,-607.158045077
label,-606.30366438
poured,-606.096634207
insulting,-604.519807257
malt,-601.483817602
spoiled,-601.084531978
windex,-599.425296341
cleaning,-598.898156955
dish,-598.471067202
muddled,-598.329542211
yuk,-597.800408096
vague,-597.250702839
liquid,-594.471554591
disappointment,-592.432622544
rubbery,-591.613449983
idea,-591.121625645
complete,-591.034219989
vile,-588.99187913
shitty,-588.58050366
would,-585.810244683
copper,-583.90560594
miller,-583.515648672
mean,-582.194193524
smelled,-580.544961123
badly,-580.081450729
bubbles,-579.656841138
homebrew,-577.01891897
tell,-574.958793071
chalky,-571.36405167
solvent,-569.924156103
won,-569.192705424
overall,-568.268185836
totally,-566.22902842
straight,-566.058818541
nope,-563.825126127
tried,-562.688021379
raw,-560.956527415
rancid,-560.378083848
cloying,-560.334974663
wtf,-559.872115186
chlorine,-556.653695081
veggies,-555.843128964
completely,-554.740751345
shit,-554.230573618
go,-552.340104537
lime,-551.585409983
dimensional,-549.957004452
kolsch,-547.393466614
eggs,-546.396657673
underwhelming,-544.018057444
24,-543.356830032
bottle,-542.38434481
burned,-540.631837629
bought,-537.592032561
left,-537.106819514
tomato,-534.643926607
sweet,-530.545424764
aroma,-528.97226765
cheese,-526.841469831
god,-526.698421364
served,-526.387846823
rest,-526.262538915
vaguely,-523.974012922
pledge,-522.733737576
note,-522.025391255
sucks,-520.967696045
faintly,-519.687858305
warning,-517.699562712
shame,-516.244410828
blond,-515.415380761
actually,-514.280309479
eh,-513.321734623
phenols,-512.793152955
someone,-512.714400746
waste,-511.707213378
99,-511.134196156
cola,-510.081182511
fizz,-509.600458312
brewpub,-509.003292879
cabbage,-508.26780013
liking,-508.255907827
china,-506.035104925
drinkers,-505.337513821
anyone,-502.717510526
general,-498.397874382
lack,-496.8224255
color,-494.791192393
overcarbonated,-494.233003049
ll,-494.187168718
simple,-493.262831024
muted,-493.218665623
adjuncts,-492.068174038
gusher,-491.005012842
exciting,-490.342633661
seemed,-488.522122241
thankfully,-488.396718272
aids,-487.833433831
wheaty,-486.451782089
prime,-485.88391353
murky,-484.988245437
mill,-483.302108846
people,-482.938974902
brians,-481.636557303
firewater,-481.636557303
40,-480.817642745
memorable,-477.06431691
canned,-477.036411401
pilsener,-474.223855716
seem,-473.07206454
cardboardy,-472.678945894
swill,-469.949576287
sips,-469.801453674
mineral,-467.603734677
stomach,-466.631496088
hot,-465.331943296
want,-462.78982038
hefe,-462.315526547
bubblegum,-462.285489795
product,-461.457513231
overly,-460.008273539
though,-459.352631621
reason,-456.799101441
ordinary,-455.849906224
fermented,-454.730333239
neutral,-454.092684437
bag,-452.988748384
doughy,-451.580977677
cents,-450.513655066
witbier,-449.037505793
beer,-447.325254301
try,-445.784550236
ugly,-445.601783086
bile,-444.743613803
candy,-443.273871882
sadly,-440.12538854
unimpressive,-439.834682719
case,-439.247398796
particularly,-437.475256593
seltzer,-437.317699748
sprite,-436.67090756
dog,-436.491038281
ago,-436.071881883
supermarket,-435.122208917
flavor,-434.66962275
life,-433.012382424
dont,-430.372166331
brau,-430.116728844
fits,-429.386663519
thinking,-428.205600961
problem,-428.053296298
stinky,-425.466612728
expected,-425.41849408
appealing,-423.068417284
college,-422.691436952
without,-421.823133105
ounce,-417.61332104
colour,-417.189577782
found,-416.541850513
dilute,-416.082610832
carb,-415.870313473
passable,-415.521285825
lite,-415.314287518
expect,-414.797070935
cleaner,-411.320328092
feet,-410.816562593
cup,-407.739830532
help,-407.031054898
point,-406.924291925
others,-405.81748895
went,-405.650736967
called,-405.523042362
skunked,-405.009759463
muddy,-404.542760499
sell,-403.224696679
half,-402.568944516
existent,-402.527369074
sulphur,-401.60297164
oddly,-399.640233965
imperceptible,-398.76799065
graininess,-398.626394598
flaws,-398.467680725
sweaty,-397.708081212
mrchopin,-396.397958115
biscuit,-393.84818107
pop,-393.419400778
bananas,-393.064291819
yeah,-391.743277161
miss,-390.981550483
tea,-386.042336853
primarily,-385.874142152
strangely,-385.059956389
avoid,-384.410823619
beery,-383.404790163
utter,-382.90756497
coors,-382.687596471
however,-381.212750631
lower,-378.030798822
generally,-377.648934564
issue,-377.312889705
drainpour,-375.363859162
exploded,-375.097919671
used,-374.939515129
minerals,-374.836597077
clearly,-374.768571851
difficult,-374.44757013
sign,-373.8221114
says,-373.61224335
attempt,-373.144829357
redeeming,-372.652331567
socks,-371.869634513
mass,-370.742613459
mainly,-370.013044871
mixed,-369.894254561
another,-369.630236131
lame,-367.965000491
falls,-367.952636791
sad,-367.91666242
chemically,-366.280080934
shooting,-365.818835276
calga,-364.339609589
sol,-363.578251917
sample,-363.52791635
alright,-363.284078293
must,-362.952545548
re,-362.862144415
instead,-362.069258682
possibly,-359.702643588
could,-359.671685715
looking,-359.352204647
meister,-359.205273729
suppose,-358.718969572
plasticy,-358.579482412
flawed,-358.56894291
thinner,-358.494192853
fades,-357.947697617
nondescript,-357.72159732
honest,-356.963507078
offerings,-356.585117373
control,-356.175484543
crackers,-355.330718731
blueberries,-354.377772158
simply,-354.097357056
micro,-353.42607756
pay,-352.289146515
foul,-351.946276956
store,-351.684788282
stick,-350.764662361
chips,-350.089750813
veg,-349.74042558
brewed,-349.168593985
terribly,-349.11769697
pack,-347.974520633
far,-347.923958418
brewery,-347.502479668
rating,-345.571048012
find,-345.115080422
sour,-343.545381085
ratebeer,-342.722161494
heavily,-342.637831105
never,-342.616737346
yeast,-342.383303832
based,-341.622395411
folks,-340.696368952
may,-340.463952581
characteristics,-340.061723048
disappearing,-339.619959269
carlton,-339.437749567
drannk,-339.240441114
hardly,-338.216321309
fridge,-337.034821731
241214,-336.719819577
woof,-336.227234655
puke,-335.773059722
disaster,-335.358356758
honestly,-334.110293922
suck,-333.90166357
milwaukee,-333.440614447
bleach,-332.51718066
lawnmower,-332.156692985
zero,-331.086709946
perfumy,-330.993327363
unless,-330.945903612
reminds,-330.070416907
chalk,-329.171180042
fusel,-328.76339555
revolting,-328.332889292
dough,-328.206688866
cidery,-327.882258303
honolulu,-327.626189024
remover,-327.44251097
ruined,-327.15420372
veggie,-325.613111717
total,-324.260851188
also,-323.777681721
inspiring,-323.727841635
didnt,-323.442976741
dust,-323.116234572
collection,-322.117817512
12oz,-321.582972863
2005,-320.904549969
let,-320.65524049
produced,-320.491815049
drops,-320.369136922
happened,-318.792694298
sourish,-318.094125211
unexciting,-318.018968645
remember,-317.326702716
tiny,-317.125490934
kool,-316.990999675
soured,-316.773785507
fault,-316.632682407
almost,-316.608385819
virtually,-316.083130033
brand,-315.807287691
recently,-315.33943296
save,-314.518651879
felt,-314.500789116
nearly,-313.244116788
bah,-312.896738052
obviously,-312.557582744
sampler,-311.971907527
german,-311.533473587
unfortunate,-311.407228835
ratings,-310.897002523
positive,-310.094091014
sweetener,-309.920818962
free,-309.61010701
bubble,-308.376699992
industrial,-308.296107665
esters,-307.922585653
insipid,-307.560180108
blame,-307.476840167
write,-307.24585307
ashtray,-307.209563804
estery,-306.511645267
need,-306.436503326
annoying,-305.821517978
tin,-305.240052405
burning,-304.910681467
call,-304.708726378
minhas,-304.216094917
failure,-303.968762831
celery,-303.863490679
intended,-303.087742738
saaz,-302.577312956
mold,-302.023291291
word,-301.524281602
apart,-300.498487645
unappealing,-300.363359032
products,-299.974294739
body,-299.810658785
acid,-299.142783633
care,-299.026744287
certainly,-298.524944353
ever,-298.45027648
throat,-297.349811284
hotel,-297.218373622
unfinishable,-297.166866293
imagine,-297.142745995
gluten,-296.931783882
dead,-296.822500541
draught,-296.354395197
awkward,-295.184332088
problems,-295.179164396
anywhere,-295.138692564
chugging,-295.073473019
school,-294.94159889
said,-294.181374277
dare,-293.909168004
issues,-293.578370717
department,-292.925728564
minimum,-292.885569594
abysmal,-292.629970471
insecticides,-292.222465035
taking,-291.720019767
designed,-290.933903965
due,-290.676487896
bmc,-289.849829381
confused,-288.166706069
weizen,-288.062886271
handed,-287.815030719
haven,-287.086556687
put,-284.863514258
turned,-284.696850105
hint,-284.06864121
trash,-283.931624466
miserable,-283.576370102
things,-283.410840229
appeal,-283.328956788
50,-283.031782567
ish,-282.785787443
commercial,-282.315845511
abrasive,-282.117763917
budweiser,-281.755997332
overwhelming,-281.705369115
food,-281.341950471
fast,-281.041607089
luckily,-279.920460736
vienna,-279.839401965
clams,-279.777253517
husks,-279.567689755
corona,-279.464992822
bottom,-278.949420916
alt,-278.419038351
st,-277.514325768
run,-276.884201826
synthetic,-276.197614106
brews,-275.680809375
subpar,-275.281962359
mark,-275.158531337
alkoholfrei,-274.014653008
unremarkable,-273.984763855
contaminated,-273.291378186
last,-273.281581026
tremblant,-273.038238696
snow,-272.930547655
floaties,-272.900998488
uninspired,-272.596370845
matter,-272.166766131
maltiness,-272.016976895
crown,-272.003173962
expecting,-271.542756239
modelo,-271.149689159
somewhere,-271.01060646
2,-270.761117448
summer,-270.608521695
pecan,-270.5616757
unfermented,-270.560931323
since,-269.647406349
pickle,-269.617795254
ha,-269.608702264
exactly,-269.365850992
line,-269.293484772
cloyingly,-268.974445471
vinegary,-268.816299183
marys,-268.293693267
park,-267.896995782
buying,-267.26846321
dissipating,-266.411129972
turn,-266.182326126
sulfur,-266.001746882
oxidation,-265.997881498
varnish,-265.74289253
begin,-265.617009633
substance,-264.957518611
given,-264.767224048
mildly,-264.670630171
possible,-263.906978948
boy,-263.894317946
seriously,-263.615215496
hmmmm,-263.26839532
par,-262.791954071
type,-262.337942451
joke,-262.013563921
looked,-261.536845338
crystal,-261.487675536
hmmm,-261.451449545
whole,-261.217618037
away,-261.110713669
turns,-260.191475995
victoria,-260.002428833
money,-259.369138452
wit,-258.904041882
mom,-258.810143221
schoune,-258.720963752
english,-258.275884397
appearance,-257.866502331
blech,-257.812635857
vodka,-256.871857674
whatsoever,-256.553056252
moldy,-256.393356438
fair,-256.186331016
syrupy,-256.044197149
saying,-255.976890326
lounge,-255.446435974
law,-254.213401286
disappears,-254.174384364
spent,-253.616487569
20,-252.709120324
sweetish,-252.512465245
recommend,-252.33307768
tasting,-251.642593174
lost,-251.375248755
glass,-251.342742005
tcp,-251.044282929
hey,-250.969935123
local,-250.000391904
killington,-249.78769316
fusels,-249.739846677
kidding,-249.618270139
stay,-249.453889726
five,-248.909822807
sub,-248.770142091
safe,-248.656600902
appetizing,-247.99871327
next,-247.610351053
uh,-247.431349084
diminishing,-246.702854744
iceland,-246.142982955
friend,-246.049635151
parmesan,-245.917209885
skunkiness,-245.573967227
wiht,-245.407672294
oxidised,-245.091527206
smelling,-244.803312889
burns,-244.799957377
brewer,-244.595888976
tough,-244.446481653
girly,-244.347164241
tang,-244.185534469
pours,-243.543176463
opened,-243.303011214
title,-242.99360071
points,-242.134911476
alligator,-241.925160755
1,-241.205124654
0,-241.048450396
blue,-240.948819801
close,-240.515454591
sauce,-240.102450944
nutmeg,-239.926493166
toilet,-239.816841158
tavern,-239.790243248
flavour,-239.374895204
cans,-238.529679059
burnt,-238.428222751
diet,-238.170685805
cornflakes,-238.063702902
price,-237.587364556
cocktail,-237.563145942
bubbly,-237.532084388
wanted,-237.219688319
herbs,-237.088354586
soggy,-237.010161212
choice,-236.402732101
immediately,-235.310579126
solution,-235.274658509
cheaper,-235.082370884
flavorless,-234.474050981
dunkel,-234.143412781
dreadful,-233.744034275
stuck,-233.506193072
jalapeno,-232.926504773
weren,-232.760489442
waxy,-232.523566251
none,-232.14134322
besides,-231.784474532
trashy,-231.766511809
slightest,-231.75497638
astringency,-231.510571687
foam,-231.343528392
horribly,-231.278609851
serious,-230.050995303
sixer,-229.934577783
drunk,-229.895569491
355ml,-229.84903876
leaves,-229.807037148
sparkling,-229.604421592
discount,-229.431146382
thats,-229.03164009
lagerish,-228.628682875
granny,-228.611599705
husky,-228.610807263
market,-226.970645916
raters,-226.947004338
wasnt,-226.521791112
row,-226.048245235
reminded,-225.958349342
yellowish,-225.812722834
afraid,-225.689778128
bizarre,-225.347278381
fart,-225.254912512
marred,-225.109550949
acetaldehyde,-224.385759349
took,-224.322298763
fail,-224.276265084
o,-223.977869661
49,-223.821895263
calls,-223.818505274
hooch,-223.725198403
entirely,-223.048671546
standards,-222.294338341
aren,-222.240342835
regret,-222.169885594
compare,-221.809509108
restaurant,-221.07267031
smith,-220.624853785
ad,-220.043602209
fading,-219.914242175
faded,-219.799883074
brewing,-219.62313386
vanishes,-218.335740175
hoping,-218.270355573
stank,-218.099952087
uninspiring,-218.082240197
haze,-218.017069866
frozen,-217.915507021
fill,-217.716704585
car,-217.715333262
60,-217.683828587
tint,-217.07176601
gasoline,-217.008571345
air,-216.929908318
ended,-216.544739508
u,-216.392509207
24oz,-216.358761172
cigarette,-216.317418176
flowery,-215.830698084
washing,-215.816287146
wheaties,-215.557000867
sink,-215.410453522
panneur,-214.979322932
cleanser,-214.378113088
chick,-214.249155952
consider,-214.232614448
worth,-214.216772028
cereals,-214.080527086
pee,-214.031683402
ultimately,-213.458772429
believe,-213.150258456
dissapointing,-213.04248617
kit,-212.61493766
cover,-212.585091055
agree,-212.570709214
flavourless,-212.338179707
eating,-212.1804036
hmm,-211.88423841
instantly,-211.883159442
canadian,-211.873631631
rubbing,-211.422525228
unoffensive,-211.387653133
detected,-211.281604575
random,-210.614872954
oktoberfest,-210.391945469
lagery,-210.34229669
overpowers,-210.186788328
mgd,-210.041427458
saga,-209.88041348
british,-209.695034947
sucking,-209.604252401
stand,-209.577236157
cloves,-209.387140674
road,-208.809283465
south,-208.518201888
ma,-208.4695006
masses,-208.316038199
surely,-208.22927961
whatever,-208.125391257
necessarily,-207.89518201
feeling,-207.584874167
herbal,-207.082978873
rank,-206.974948149
source,-206.882130926
rid,-206.736694643
goes,-206.508530871
floor,-206.266464018
weaker,-206.263303225
hum,-206.063171672
reykjavik,-205.849043725
borderline,-205.782184025
tinny,-205.729200437
diacytl,-205.62567381
empty,-204.994100248
post,-204.345004131
still,-204.172151399
strikes,-204.014913486
location,-203.395768515
assume,-203.291643824
struggling,-203.245870135
retired,-203.170403407
bell,-203.071934972
limp,-203.034330389
frankly,-202.831673658
hated,-202.793444725
olive,-202.700248615
detectable,-202.213855463
gassy,-202.201768313
alcoholic,-201.96462388
solventy,-201.708391127
overpowered,-201.572185551
turpentine,-201.444638193
palatable,-201.432146671
sucked,-201.288900921
excuse,-200.423596195
replaced,-199.684260724
getting,-198.805598317
oregano,-198.797489758
gummy,-198.674412938
p,-198.621972782
cheesy,-198.583693492
excited,-198.120396111
jailhouse,-198.026860737
hopefully,-198.003841834
cotton,-197.794686814
pool,-197.545320352
use,-197.543090194
pick,-197.200415495
metalic,-195.740379567
flavoring,-195.698097686
unclean,-195.492474038
hefeweissbier,-195.372607633
convinced,-195.118552044
started,-194.415617221
l,-194.098132839
root,-193.847414296
devoid,-193.845465612
chill,-193.819332676
purchased,-193.788362908
69,-193.708057503
stretch,-193.613883623
beginning,-193.352469315
yikes,-193.276793341
knew,-193.228177407
per,-192.377334085
creamed,-191.752977058
detect,-191.698792644
prix,-191.53008844
thought,-191.375325044
clash,-191.368466351
lemony,-191.049760316
gushed,-190.700021854
humperdinks,-190.337550817
qualities,-190.260399581
thirsty,-190.257407862
head,-190.22968377
laugh,-190.195671821
commercials,-190.005894646
nutty,-190.001640288
molson,-189.950432522
flatness,-188.92097498
santas,-188.601698066
overwhelms,-188.542402428
rancher,-188.447675076
mainstream,-188.382692155
hefeweizen,-188.253330509
coca,-188.248569368
weirdly,-188.221186258
earth,-187.946424427
pervade,-187.869374445
euro,-187.717912565
disappeared,-187.583832584
london,-187.429275253
50th,-187.36810193
tame,-187.343774206
gushing,-187.324279859
07,-187.198066913
single,-187.044133196
275ml,-186.640652567
gas,-186.514065791
2006,-186.44981671
quick,-186.283341315
downhill,-186.143610113
sugar,-185.631909196
foot,-185.600640178
peas,-185.545197543
misses,-185.536576112
huh,-185.313718935
bay,-185.300154356
mans,-185.031893106
basil,-184.94593087
worty,-184.887272444
cooler,-184.818771106
kids,-184.738129589
normal,-184.523022064
concentrate,-183.606130942
came,-183.56092279
active,-183.51747355
scottish,-183.469879912
missing,-183.38725817
butyric,-183.285506649
reviews,-182.890024337
date,-182.873193507
suggests,-182.465970191
hurts,-182.247104893
reeee,-182.169804794
raaaa,-182.169804794
suds,-182.140902237
swear,-182.13163671
stripper,-182.033953087
challenge,-181.611435976
seen,-181.610910315
scented,-181.162547571
wise,-180.980617796
sale,-180.870348292
darker,-180.303936081
woman,-179.937249884
legendary,-179.926410964
lake,-179.597302863
beyond,-179.524592705
griany,-179.454487814
opinion,-179.183855997
str,-178.879276834
bloody,-178.584902895
traces,-178.411966661
home,-178.36368822
diluted,-178.158228017
crisp,-177.90479939
dump,-177.507243114
atrocious,-177.454494798
grocery,-177.222292261
getr,-177.197082456
crack,-177.159730681
macros,-177.002363066
3,-176.850551673
38,-176.833655735
icehouse,-176.818058501
cant,-176.687669199
wierd,-176.60675516
unisnpiring,-176.361246866
major,-176.156638605
blanche,-175.848046422
lacked,-175.69234521
discernable,-175.272136297
coopers,-174.669134957
pez,-174.55426584
creasote,-174.423841053
sweat,-174.339237695
sleeman,-174.086762682
pbr,-173.944613422
feels,-173.592870164
choke,-173.401319171
ginseng,-173.359003273
alcopop,-173.235149205
older,-173.189585043
whack,-173.140858119
funny,-173.102954244
shouldn,-172.929230061
toothpaste,-172.911839553
usual,-172.868118507
understand,-172.678611334
arlington,-172.656951958
camo,-172.530406644
biscuits,-172.263083025
battery,-172.153058812
keith,-172.032722861
start,-171.676102771
diacetyls,-171.071647192
compost,-171.060840052
shite,-170.92014971
peoples,-170.780429335
soup,-170.74907309
eat,-170.65478367
flour,-170.502027569
dislike,-170.424981467
chewed,-170.383924691
beverage,-170.197590703
bet,-170.171385207
stubby,-170.06278388
abrupt,-169.623711442
laval,-169.044796211
matilda,-169.027590359
oring,-169.019917886
k,-168.901058952
355,-168.831530917
yep,-168.736936163
likely,-168.514947934
turd,-168.498318833
impression,-168.094899132
rockets,-167.977471796
ni,-167.892467694
nastiness,-167.702486673
news,-167.580853716
stores,-167.562998688
give,-167.318788459
working,-166.741428376
literal,-166.558070216
horrific,-166.468831147
barf,-166.451918584
v8,-166.446827176
shower,-166.338208939
chain,-166.172064214
remove,-166.04171357
canada,-165.809029109
dominates,-165.806857381
artificially,-165.756498619
suffocate,-165.555758001
marginally,-165.476815427
mouldy,-165.279461353
fit,-165.261581779
kiddie,-164.976222923
pukey,-164.669181176
indiana,-164.553800938
river,-164.47882831
atout,-164.308831428
business,-164.086098259
ready,-164.050378166
cane,-163.832256881
stepped,-163.718185668
ruins,-163.66172081
finger,-163.351381919
alcohols,-162.946460218
added,-162.752098225
gateway,-162.492686822
imo,-162.453885117
box,-162.424636059
pity,-162.347599105
toohey,-162.336286925
emulsion,-161.853273496
grim,-161.386766148
carboard,-161.136556622
kills,-161.065874178
strongly,-161.046285278
291214,-161.01227634
mistake,-160.948346894
cub,-160.705490893
adjective,-160.159149456
newcastle,-159.604100838
hand,-159.469613079
overwhelmed,-159.316653753
coopper,-159.30911692
lot,-159.149940053
vitamin,-159.052571826
belong,-159.043354123
fallen,-159.023804894
hurt,-158.948208641
joint,-158.909073194
comments,-158.837231484
brause,-158.729369068
scotch,-158.598893955
gave,-158.512629139
equipment,-158.406044769
enjoy,-158.337531359
pickled,-158.004663414
six,-157.879761413
wanna,-157.747395827
slighlty,-157.523035397
instant,-157.321040227
lackluster,-157.240029727
egg,-157.231506567
tite,-156.960500674
na,-156.94356558
disgrace,-156.865049526
rim,-156.848273685
hoppier,-156.747054503
purpose,-156.448718084
bordering,-156.443555678
kitchen,-156.390526104
stewed,-156.266765507
rusty,-156.17142337
initial,-156.087042325
fish,-156.064652013
050115,-156.05800982
hell,-156.014430683
sentimentality,-156.011826144
closer,-155.963343661
wondering,-155.355993788
nuttiness,-155.23624373
useless,-155.168731053
chunks,-154.872768283
stupid,-154.808512994
pitiful,-154.724936061
forced,-154.497790634
akrid,-154.258026902
irritatingly,-154.258026902
greatest,-154.232258281
apl,-154.195550438
epl,-154.195550438
crowd,-154.185145145
smelly,-154.175774421
esb,-154.089518672
thrown,-154.041540563
coloured,-153.951158566
downtown,-153.890142275
storage,-153.889054741
craft,-153.875736422
suit,-153.663368248
serve,-153.445503134
jw77,-153.363692367
aspects,-153.074277854
shot,-153.05674248
sourness,-153.017537767
character,-153.015096324
recipe,-152.995884458
271214,-152.948825874
fecal,-152.653710308
spices,-152.650829328
sat,-152.576187469
overload,-152.384229662
amateurish,-151.969279443
begiining,-151.358605511
gl,-151.284657819
tinge,-151.262742164
cle,-151.244325146
rose,-151.079539483
wi,-150.963298272
bittering,-150.847182633
squash,-150.769871718
indescript,-150.661165904
sans,-150.264071047
brutal,-150.140024064
absent,-149.999287692
forgot,-149.886241419
slice,-149.865964774
gastrique,-149.68773142
reflu,-149.68773142
06,-149.67507811
marzen,-149.572427746
understatement,-149.425578868
means,-149.419149745
spoons,-149.138542406
faux,-149.008746694
woodman,-148.974391129
champagne,-148.763551443
likka,-148.760809001
impossible,-148.741033867
fortunately,-148.701265863
ounces,-148.644947579
opinoin,-148.579020796
bottling,-148.49494304
lines,-148.494575743
packet,-148.298251006
meal,-148.217838907
trace,-147.940822143
bouetteuse,-147.65926784
undercarbonated,-147.630101566
toastiness,-147.489377763
sainsbury,-147.388136394
neon,-147.361857984
nstlich,-147.3178719
mask,-146.945546791
public,-146.769330114
chicken,-146.726878511
bunch,-146.426638072
ac,-146.354860414
dick,-145.791139529
dramatically,-145.735060879
dumped,-145.603600154
although,-145.375131963
fails,-145.345298536
hiorror,-145.195120404
noticeable,-145.063732284
licked,-144.990355057
