"x"
"Saison",3.55898305084746
"India Pale Ale (IPA)",3.51390458776596
"Imperial IPA",3.6773270554147
"Imperial Stout",3.83990752671871
"California Common",3.27125813449024
"Barley Wine",3.6806315433975
"German Hefeweizen",3.21268783888459
"Belgian Strong Ale",3.48153980752406
"Zwickel/Keller/Landbier",3.2579415501906
"Scotch Ale",3.45884672252341
"Spice/Herb/Vegetable",3.23881128848347
"Session IPA",3.45313190862196
"Witbier",3.16269251194902
"Heller Bock",3.27390965732087
"Fruit Beer",3.07886664514046
"Sour/Wild Ale",3.67973449840363
"Imperial Porter",3.76998535871157
"Stout",3.47452699584679
"Premium Lager",2.99100215517241
"Grodziskie/Gose/Lichtenhainer",3.50925778132482
"Abbey Dubbel",3.37358795051103
"Amber Ale",3.14278955954323
"American Pale Ale",3.37791076433604
"Golden Ale/Blond Ale",3.04335309060119
"Oktoberfest/Märzen",3.14201807228916
"Berliner Weisse",3.55727969348659
"Low Alcohol",2.19136460554371
"Bitter",3.11880523153058
"American Strong Ale",3.59543230016313
"Porter",3.43544285080586
"Bière de Garde",3.44107365792759
"Belgian Ale",3.31371690639983
"Smoked",3.5281683833408
"Sweet Stout",3.4760459392945
"Abbey Tripel",3.4572345890411
"Pale Lager",2.19718853362734
"Pilsener",3.03875776397516
"Premium Bitter/ESB",3.25980769230769
"Old Ale",3.51083627797409
"Radler/Shandy",2.54055201698514
"Cider",3.20630057803468
"Mild Ale",3.27111111111111
"English Pale Ale",3.05580589254766
"Baltic Porter",3.66330275229358
"Sour Red/Brown",3.65953553835327
"Wheat Ale",3.10721649484536
"Kölsch",3.07890818858561
"Black IPA",3.6101883986118
"Dortmunder/Helles",3.08435081685297
"Amber Lager/Vienna",2.99071757735352
"Mead",3.58002991772625
"Schwarzbier",3.35220649458784
"Foreign Stout",3.50271940667491
"Dunkler Bock",3.21026737967914
"Doppelbock",3.45238726790451
"Dunkelweizen",3.23268101761252
"Cream Ale",3.05700934579439
"Dunkel/Tmavý",3.17536900369004
"English Strong Ale",3.32871900826446
"Malt Liquor",2.11669724770642
"Imperial Pils/Strong Pale Lager",3.22351623740202
"Traditional Ale",3.28462757527734
"Brown Ale",3.29744611483427
"Lambic Style - Gueuze",3.7018018018018
"Specialty Grain",3.31112065264062
"Scottish Ale",3.23169533169533
"Abt/Quadrupel",3.5543795620438
"Saké - Ginjo",3.34507042253521
"Saké - Daiginjo",3.60617283950617
"Saké - Genshu",3.43809523809524
"Irish Ale",3.12529239766082
"Altbier",3.2011417697431
"Dry Stout",3.32054329371817
"Czech Pilsner (Svetlý)",3.13727422003284
"Lambic Style - Fruit",3.685303514377
"Weizen Bock",3.52662721893491
"Lambic Style - Unblended",3.73743842364532
"Ice Cider/Ice Perry",4.104
"Perry",3.04125
"Sahti/Gotlandsdricke/Koduõlu",3.40972222222222
"German Kristallweizen",2.92784090909091
"Eisbock",3.54947368421053
"Saké - Nigori",3.2
"Polotmavý",2.91282051282051
"Lambic Style - Faro",3.47
