"x"
"Saison",14.4336234539624
"India Pale Ale (IPA)",14.2262300531915
"Imperial IPA",14.9164252082579
"Imperial Stout",15.4890472220117
"California Common",13.2201735357918
"Barley Wine",14.920128335022
"German Hefeweizen",12.8546862896979
"Belgian Strong Ale",14.0713035870516
"Zwickel/Keller/Landbier",13.0876747141042
"Scotch Ale",13.962543124692
"Spice/Herb/Vegetable",12.9612314709236
"Session IPA",13.9915254237288
"Witbier",12.7403080191184
"Heller Bock",13.2102803738318
"Fruit Beer",12.2534711010655
"Sour/Wild Ale",14.958662409679
"Imperial Porter",15.2284040995608
"Stout",13.9650822950315
"Premium Lager",12.0123922413793
"Grodziskie/Gose/Lichtenhainer",14.2713487629689
"Abbey Dubbel",13.5610543302851
"Amber Ale",12.5964110929853
"American Pale Ale",13.6566926747974
"Golden Ale/Blond Ale",12.232289020604
"Oktoberfest/Märzen",12.6360441767068
"Berliner Weisse",14.4911877394636
"Low Alcohol",8.34328358208955
"Bitter",12.5910215623895
"American Strong Ale",14.5190864600326
"Porter",13.8091083838533
"Bière de Garde",13.9538077403246
"Belgian Ale",13.3458411507192
"Smoked",14.2364532019704
"Sweet Stout",13.9223407164342
"Abbey Tripel",13.9644691780822
"Pale Lager",8.50220507166483
"Pilsener",12.207701863354
"Premium Bitter/ESB",13.1419230769231
"Old Ale",14.2120141342756
"Radler/Shandy",9.85562632696391
"Cider",12.9797687861272
"Mild Ale",13.218253968254
"English Pale Ale",12.2732524552282
"Baltic Porter",14.8376146788991
"Sour Red/Brown",14.8662913441239
"Wheat Ale",12.4229517091698
"Kölsch",12.3908188585608
"Black IPA",14.5651958353991
"Dortmunder/Helles",12.451418744626
"Amber Lager/Vienna",11.9348255431205
"Mead",14.544502617801
"Schwarzbier",13.4754371357202
"Foreign Stout",14.1050679851669
"Dunkler Bock",12.9304812834225
"Doppelbock",13.9164456233422
"Dunkelweizen",12.9706457925636
"Cream Ale",12.285471537808
"Dunkel/Tmavý",12.6845018450185
"English Strong Ale",13.3822314049587
"Malt Liquor",7.98899082568807
"Imperial Pils/Strong Pale Lager",12.96640537514
"Traditional Ale",13.3549920760697
"Brown Ale",13.2785727223329
"Lambic Style - Gueuze",15.015015015015
"Specialty Grain",13.3336195792185
"Scottish Ale",12.963144963145
"Abt/Quadrupel",14.287104622871
"Saké - Ginjo",13.7042253521127
"Saké - Daiginjo",14.8271604938272
"Saké - Genshu",14.0714285714286
"Irish Ale",12.5065789473684
"Altbier",12.8782112274025
"Dry Stout",13.2241086587436
"Czech Pilsner (Svetlý)",12.5829228243021
"Lambic Style - Fruit",14.8828541001065
"Weizen Bock",14.2869822485207
"Lambic Style - Unblended",15.2758620689655
"Ice Cider/Ice Perry",16.57
"Perry",12.3
"Sahti/Gotlandsdricke/Koduõlu",13.6944444444444
"German Kristallweizen",11.7272727272727
"Eisbock",14.3631578947368
"Saké - Nigori",13
"Polotmavý",11.4358974358974
"Lambic Style - Faro",14.2166666666667
