"x"
"Saison",6.34676293391986
"India Pale Ale (IPA)",6.61041444900096
"Imperial IPA",8.98744055299539
"Imperial Stout",10.7045658682635
"California Common",5.38618266978923
"Barley Wine",11.1684719298246
"German Hefeweizen",5.15746852670977
"Belgian Strong Ale",9.048664130678
"Zwickel/Keller/Landbier",5.09171241830065
"Scotch Ale",8.4045551982851
"Spice/Herb/Vegetable",6.48009493670886
"Session IPA",4.35109665427509
"Witbier",5.24013529411765
"Heller Bock",6.90769911504425
"Fruit Beer",5.77015834118756
"Sour/Wild Ale",6.80864013266998
"Imperial Porter",9.44751681324366
"Stout",5.97536085934877
"Premium Lager",4.95099882491187
"Grodziskie/Gose/Lichtenhainer",4.67198641765705
"Abbey Dubbel",7.51226635514019
"Amber Ale",5.48843369043221
"American Pale Ale",5.32539100960374
"Golden Ale/Blond Ale",4.61220581519257
"Oktoberfest/Märzen",5.76122388059702
"Berliner Weisse",4.04517057131114
"Low Alcohol",2.09323979591837
"Bitter",4.21640987284966
"American Strong Ale",9.27216586703221
"Porter",5.78910179640719
"Bière de Garde",6.92687253613666
"Belgian Ale",6.1159039359573
"Smoked",6.52875237191651
"Sweet Stout",5.99860929217337
"Abbey Tripel",8.86027815163751
"Pale Lager",4.59141891891892
"Pilsener",4.95825883002207
"Premium Bitter/ESB",5.30412505245489
"Old Ale",8.36353393085787
"Radler/Shandy",3.39753914988814
"Cider",5.99474148061105
"Mild Ale",4.00975711892797
"English Pale Ale",5.09835058214748
"Baltic Porter",8.34709359605911
"Sour Red/Brown",7.23895131086142
"Wheat Ale",5.17720202339551
"Kölsch",4.94977503628447
"Black IPA",7.31061192873741
"Dortmunder/Helles",5.08088954056696
"Amber Lager/Vienna",5.15338083927158
"Mead",11.7549763033175
"Schwarzbier",5.37423290203327
"Foreign Stout",7.10356695869837
"Dunkler Bock",6.37835012594458
"Doppelbock",8.29090651558074
"Dunkelweizen",5.46802272727273
"Cream Ale",5.15981132075472
"Dunkel/Tmavý",5.19111776447106
"English Strong Ale",7.53093509350935
"Malt Liquor",7.97581573896353
"Imperial Pils/Strong Pale Lager",7.24875283446712
"Traditional Ale",6.0875
"Brown Ale",5.71364192495922
"Lambic Style - Gueuze",5.92642642642643
"Specialty Grain",6.08245531514581
"Scottish Ale",5.79360374414977
"Abt/Quadrupel",11.2363390663391
"Saké - Ginjo",15.1816901408451
"Saké - Daiginjo",16.1358024691358
"Saké - Genshu",17.719512195122
"Irish Ale",5.22796928327645
"Altbier",5.59665127020785
"Dry Stout",4.77838541666667
"Czech Pilsner (Svetlý)",5.06022099447514
"Lambic Style - Fruit",6.12427536231884
"Weizen Bock",7.84325153374233
"Lambic Style - Unblended",5.6140350877193
"Ice Cider/Ice Perry",9.9
"Perry",5.80625
"Sahti/Gotlandsdricke/Koduõlu",7.20676691729323
"German Kristallweizen",5.05584415584416
"Eisbock",14.3904761904762
"Saké - Nigori",9
"Polotmavý",4.95135135135135
"Lambic Style - Faro",4.96666666666667
